model,accuracy,precision,recall,f1,auc_roc,rmse,trainable_params,total_inference_s,avg_inference_ms
HybridEfficientNetQNN,0.9666254635352287,0.892018779342723,0.979381443298969,0.9336609336609336,0.9917106696840164,0.16322940523519247,20530,6.110446453094482,7.553085850549422
